Наименование,Город,Рубрики,Email,Мобильный,Телефон 1,Телефон 2,WhatsApp,Telegram,ВКонтакте,2GIS URL
Европрестиж,Краснодар,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,,79282105858,89282105858,89282102030,https://wa.me/79282102030,,,https://2gis.com/firm/70000001019314944
Екатерининские мастерские,Краснодар,Мебель на заказ; Заборы и ограждения; Интерьерные лестницы; Садово-парковая мебель; Мебель для общественного питания; Корпусная мебель; Офисная мебель; Фрезеровка неметаллов,,79604848726,89604848726,,https://wa.me/79604848726,,,https://2gis.com/firm/3237490513252292
Глория мебель,Анапа,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель; Мебель для кухни; Матрасы; Офисная мебель,,79181935038,89181935038,89654645727,https://wa.me/79181935038,https://t.me/+79181935038,https://vk.com/mebel_anapa_krasnodar,https://2gis.com/firm/70000001021891792
Гранд мебель,Геленджик,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Мягкая мебель; Матрасы; Детская мебель; Садово-парковая мебель,,79288807107,89288807107,,https://wa.me/79288807107,https://t.me/+79288807107,,https://2gis.com/firm/70000001036165995
Компания по изготовлению корпусной мебели,Краснодар,Мебель на заказ; Корпусная мебель,,79183653346,89183653346,89882450785,,,,https://2gis.com/firm/70000001093561820
Компания по изготовлению мебели,,Мебель на заказ; Корпусная мебель; Офисная мебель,,79180856528,89180856528,,,,,https://2gis.com/firm/70000001114395472
Компания по изготовлению мебели на заказ,Краснодар,Мебель на заказ; Корпусная мебель,,79604909562,89604909562,,,,,https://2gis.com/firm/70000001114112204
Компания по изготовлению мебели под заказ,Краснодар,Мебель на заказ; Мягкая мебель,,79883865609,89883865609,,https://wa.me/79883865609,https://t.me/+79883865609,,https://2gis.com/firm/70000001089446717
Компания по перетяжке мебели,Краснодар,Мебель на заказ; Ремонт мебели; Нетканые и технические материалы; Мебельные ткани,,79282107074,89282107074,89189855609,https://wa.me/79189855609,,https://vk.com/krasnodar_mebel23,https://2gis.com/firm/70000001082036068
Компания по производству и продаже мебели,Краснодар,Мебель на заказ; Корпусная мебель,,79180072556,89180072556,,,,,https://2gis.com/firm/70000001114513522
Компания по производству мебели,Краснодар,Мебель на заказ; Мягкая мебель; Офисная мебель,,79184147423,89184147423,,,,,https://2gis.com/firm/70000001114323544
Компания по производству мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Матрасы,,79615847659,89615847659,,https://wa.me/79615847659,https://t.me/+79615847659,,https://2gis.com/firm/70000001103715292
Компания по производству мебели,Краснодар,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79933144030,89933144030,,,,,https://2gis.com/firm/70000001099824617
Компания по производству мебели,,Мебель на заказ; Корпусная мебель,,79181428165,89181428165,,https://wa.me/79181428165,,,https://2gis.com/firm/70000001056393146
Компания по производству мебели,Краснодар,Мебель на заказ; Корпусная мебель; Распиловка древесины,,79284385574,89284385574,89282571355,https://wa.me/79282571355,https://t.me/+79282571355,,https://2gis.com/firm/70000001017988369
Комплект-Контора,Краснодар,Мебель на заказ; Дизайн интерьеров; Декоративные отделочные материалы; Ремонт помещений; Корпусная мебель; Ремонт мебели; Архитектурное проектирование; Офисная мебель; Мягкая мебель,,79184393388,89184393388,,https://wa.me/79184393388,https://t.me/+79184393388,,https://2gis.com/firm/70000001057653017
Конструкторское бюро мебели,,Мебель на заказ; Мебель для кухни,,79180909197,89180909197,,,,,https://2gis.com/firm/70000001115325644
Континент Мебели,,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79994306677,89994306677,,,,https://vk.com/mebel_888_123,https://2gis.com/firm/70000001111728679
Корона Юг,Краснодар,Мебель на заказ; Матрасы; Корпусная мебель; Мягкая мебель,,79994140013,89994140013,,https://wa.me/79150300600,,https://vk.com/korona_matras_krd,https://2gis.com/firm/70000001104035044
Корона Юг,Краснодар,Мебель на заказ; Матрасы; Корпусная мебель; Мягкая мебель,,79331700169,89331700169,,https://wa.me/79331700169,https://t.me/+79331700169,https://vk.com/korona_matras_krd,https://2gis.com/firm/70000001102213278
Красный диван,Краснодар,Мебель на заказ; Мягкая мебель; Мебель для общественного питания; Офисная мебель; Мебель для культурно-досуговых учреждений,,79892770811,89892770811,,,https://t.me/+79892770811,https://vk.com/krasnyidivan,https://2gis.com/firm/70000001033697748
Кровати комфорт,Краснодар,Мебель на заказ; Мягкая мебель; Матрасы; Корпусная мебель,,79002299477,89002299477,89181254707,https://wa.me/79002299477,,https://vk.com/krovatikomfort,https://2gis.com/firm/70000001062072064
