Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Дива,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы; Офисная мебель; Бытовая техника; Дизайн интерьеров; Изделия из камня для помещений; Кованые изделия; Мебель для ванных комнат; Мебельные фасады; Межкомнатные двери; Плетёные изделия,"Киевская улица, 47",,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 09:30-18:00; Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Пт: 09:30-18:00; Сб: 09:30-15:00,+03:00,5.0,4,89284096651,89180914511,,,,http://vk.link/public211953707,,,,https://vk.com/club211953707,https://wa.me/79180914511,https://wa.me/79284096651,,viber://chat/?number=79180914511,,,https://t.me/+79284096651,,,,44.565413,38.093263,https://2gis.com/firm/70000001006361489,branch
Среда,,Мебель на заказ; Мебельные фасады,"проспект Дзержинского, 211 к1",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+03:00,,,89883193914,,,,,http://mebelart.net,,,,https://vk.com/m_e_b_e_l_novoross,,,,,,,,,,,44.683263,37.776943,https://2gis.com/firm/70000001115926597,branch
Завод Торгового Оборудования,торгово-производственная компания,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебельные фасады; Торгово-выставочное оборудование; Стеллажи и витрины; Офисная мебель; Детская мебель; Мебель для кухни; Мебель для учебных учреждений; Металлическая мебель; Оборудование для общепита; Мебель для общественного питания; Мебель для салонов красоты,"18-й Бронный переулок, 8",,630022,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 08:00-13:00, 14:00-20:00; Вт: 08:00-13:00, 14:00-20:00; Ср: 08:00-13:00, 14:00-20:00; Чт: 08:00-13:00, 14:00-20:00; Пт: 08:00-13:00, 14:00-20:00; Сб: 08:00-13:00, 14:00-20:00; Вс: 08:00-13:00, 14:00-20:00",+07:00,5.0,4,89833229331,89231097499,,,,http://ztopro.ru,,,,,https://wa.me/79130617803,,,,,,https://t.me/+79130617803,,,,54.949915,82.940754,https://2gis.com/firm/141265771049049,branch
Компания по реставрации мебели,,Мебель на заказ; Ремонт мебели; Корпусная мебель; Детская мебель; Мебель для кухни; Мебельные фасады; Межкомнатные двери,"ДТСН Пенсионер, 186а",,630123,Пенсионер (Заельцовский район),Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00 (по предварительному звонку),+07:00,,,89134589040,,,,,http://www.avito.ru/novosibirsk/predlozheniya_uslug/restavratsiya_mebelipokraska_mebeli_1826613911?utm_campaign=native&utm_medium=item_page_android&utm_source=soc_sharing,,,,,https://wa.me/79134589040,,,,,,https://t.me/+79134589040,https://t.me/79134589040,,,55.094379,82.898221,https://2gis.com/firm/70000001105315973,branch
Статус,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Бескаркасная мебель; Матрасы; Мебельные фасады; Ортопедические товары; Сборка мебели; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,"Лелюха, 25",2 этаж,633010,,,Бердск,Бердск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,4.0,4,89232550156,,,kuzov_ideal@bk.ru,,http://salon.status.tilda.ws/,,,,,https://wa.me/79137352212,,,,,,,,,,54.764985,83.100651,https://2gis.com/firm/70000001102683742,branch
Нэко,производственно-торговая компания,Мебель на заказ; Мебель для кухни; Мебельные фасады,"1-я Красноармейская улица, 6",4 этаж,614007,Островский ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-20:00,+05:00,4.3,6,83422919304,,,,,http://заказатькухню.рус,,,,https://vk.com/kuhni_neko,,,,,,,,,,,58.002239,56.266876,https://2gis.com/firm/70000001021805412,branch
Нэко,производственно-торговая компания,Мебель на заказ; Изделия из камня для помещений; Мебельные фасады; Мебель для кухни; Мебельная фурнитура; Корпусная мебель; Офисная мебель,"Верхне-Муллинская улица, 103",,614065,Верхние Муллы ж/м,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30; Сб: 10:00-16:00,+05:00,4.4,30,83422919300,89194604121,,,,http://neko-company.ru/,http://заказатькухню.рус/,,,https://vk.com/nekomebel,https://wa.me/79194604121,,,,,,,,,,57.953063,56.136592,https://2gis.com/firm/2252328095234405,branch
Нэко,производственно-торговая компания,Мебель на заказ; Мебель для кухни; Изделия из камня для помещений; Мебельные фасады,"Уральская улица, 63",2 павильон; 2 этаж,614107,Рабочий Посёлок ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-19:00,+05:00,4.0,5,83422919305,,,,,http://заказатькухню.рус,,,,https://vk.com/kuhni_neko,,,,,,,,,,,58.02997,56.302694,https://2gis.com/firm/2252328095114738,branch
Нэко,производственно-торговая компания,Мебель на заказ; Мебель для кухни; Изделия из камня для помещений; Мебельные фасады,"улица Космонавта Леонова, 3",1 этаж,614036,Балатово ж/м,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 10:00-14:00, 15:00-19:00; Вт: 10:00-14:00, 15:00-19:00; Ср: 10:00-14:00, 15:00-19:00; Чт: 10:00-14:00, 15:00-19:00; Пт: 10:00-14:00, 15:00-19:00; Сб: 10:00-14:00, 15:00-18:00; Вс: 11:00-14:00, 15:00-18:00",+05:00,3.5,6,83422919303,,,,,http://заказатькухню.рус,,,,https://vk.com/kuhni_neko,,,,,,,,,,,57.976294,56.16622,https://2gis.com/firm/2252328094709939,branch
СтеклоСтиль,производственная компания,Мебель на заказ; Мебель из стекла; Стекло и зеркала; Межкомнатные двери; Интерьерные лестницы; УФ-печать; Мебельные фасады; Светопрозрачные конструкции; Торгово-выставочное оборудование,"Павла Преображенского улица, 6а",2 этаж,614068,Заимка м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.3,46,83422181815,83422986455,,,,http://Стекло59.рф,,,,,,,,,,,,,,,58.012372,56.189655,https://2gis.com/firm/2252328095190426,branch
